mail	montant	date	heure
tboxellcj@lycos.com	$510.12	02/04/21	21:37:00
kmcgeneayck@aol.com	$798.73	19/01/21	12:19:11
kbrockbankcl@soundcloud.com	$671.45	03/03/21	06:25:46
akundertcm@pinterest.com	$646.99	11/02/21	09:43:32
btindallcn@oakley.com	$294.60	04/02/21	06:21:11
hsapsfordeco@blogtalkradio.com	$8.22	11/03/21	17:55:21
kspeechleycp@pinterest.com	$222.93	20/02/21	04:50:38
hbouzancq@vimeo.com	$152.52	27/02/21	08:41:04
pcarillocr@alexa.com	$136.73	17/03/21	15:51:23
sbuckleecs@nytimes.com	$676.90	05/03/21	15:46:07
okropachct@123-reg.co.uk	$439.28	25/01/21	10:39:45
pjochencu@miibeian.gov.cn	$197.43	14/03/21	11:10:04
fhaysomcv@wiley.com	$4.82	25/01/21	04:20:36
rsterzakercw@phoca.cz	$126.85	09/01/21	05:42:37
eglidecx@delicious.com	$708.60	07/01/21	15:24:16
cempringhamcy@163.com	$468.91	11/03/21	05:04:18
oaldcornecz@newyorker.com	$321.08	30/03/21	16:01:40
bgillanid0@cdbaby.com	$214.21	14/01/21	21:51:02
darnholdtd1@arizona.edu	$562.84	31/03/21	06:07:26
kalexsandrovichd2@github.io	$581.24	02/03/21	20:12:22
cmacakd3@51.la	$676.58	24/03/21	17:43:44
fgallellid4@msu.edu	$298.09	14/01/21	06:12:29
qvasyukhichevd5@de.vu	$764.20	11/01/21	04:35:29
drainbirdd6@wsj.com	$439.65	14/02/21	13:37:47
dsheberd7@reuters.com	$741.85	27/01/21	04:39:19
skynsond8@pbs.org	$699.33	08/03/21	14:05:31
ctyrerd9@comsenz.com	$425.12	15/02/21	13:16:05
wwillshearda@purevolume.com	$489.54	12/02/21	15:30:36
dberndtdb@reference.com	$68.08	20/01/21	23:15:15
fbannondc@xinhuanet.com	$300.78	07/04/21	14:38:27
ndillowaydd@yandex.ru	$666.18	11/03/21	14:30:30
cluckinde@wikipedia.org	$379.68	26/03/21	08:18:51
mbartkowiakdf@tumblr.com	$179.55	28/01/21	04:40:22
crodgersdg@wiley.com	$259.82	14/02/21	13:05:51
ipoeldh@spotify.com	$399.04	30/03/21	15:00:02
ldomsalladi@myspace.com	$732.51	21/01/21	18:53:03
dsymcoxedj@forbes.com	$249.57	02/01/21	15:41:17
esiviterdk@qq.com	$564.59	19/02/21	23:58:07
nrubinowdl@hao123.com	$676.31	13/01/21	20:58:21
hhakonsendm@rakuten.co.jp	$78.82	08/01/21	21:41:59
morknaydn@purevolume.com	$677.13	27/03/21	10:41:36
nbanndo@youtu.be	$611.18	26/02/21	22:42:07
wbarehamdp@prnewswire.com	$542.76	12/02/21	10:34:51
lbracchidq@live.com	$394.32	01/04/21	21:54:05
mcrawshaydr@yale.edu	$291.76	23/02/21	06:36:13
cpatinkinds@discovery.com	$91.77	08/02/21	13:52:00
mlandesdt@adobe.com	$780.48	22/03/21	13:57:50
glegandu@hp.com	$603.56	06/02/21	15:19:32
scardozodv@cloudflare.com	$139.39	11/02/21	14:55:04
bespinhadw@un.org	$783.71	05/04/21	14:45:20
obernhardidx@nymag.com	$556.38	21/03/21	06:40:39
gelphinstondy@dot.gov	$167.17	06/02/21	12:11:30
mheinigdz@sogou.com	$738.91	15/01/21	12:18:00
rcordee0@netlog.com	$530.05	31/01/21	07:10:23
abettridgee1@devhub.com	$5.03	18/03/21	10:12:20
vodgaarde2@cdc.gov	$227.17	11/03/21	21:13:15
kcleavese3@google.ru	$490.16	03/04/21	11:50:50
oayrise4@diigo.com	$253.17	25/02/21	09:11:15
meverlye5@shinystat.com	$691.76	14/02/21	15:58:19
kfairlawe6@opera.com	$82.88	13/02/21	09:29:41
fsuffe7@huffingtonpost.com	$622.26	09/03/21	14:29:51
rlewinge8@netvibes.com	$311.39	18/02/21	19:30:04
jhillitte9@github.com	$661.93	13/02/21	14:00:33
conearyea@amazon.de	$253.11	22/02/21	16:17:38
shinckseb@redcross.org	$24.65	07/03/21	15:21:07
vrollingec@soundcloud.com	$120.93	16/01/21	21:31:26
istoreked@behance.net	$689.13	23/01/21	05:04:46
mchoudhuryee@time.com	$666.37	20/01/21	18:53:10
cyarmouthef@utexas.edu	$799.23	24/02/21	04:09:34
mhannigereg@domainmarket.com	$789.33	28/03/21	22:12:47
tmolnareh@weather.com	$367.92	25/01/21	17:49:36
aclohessyei@engadget.com	$671.88	01/02/21	04:03:23
vgerhardtej@dion.ne.jp	$708.23	12/02/21	08:32:25
rdietzlerek@technorati.com	$188.83	20/02/21	19:00:39
echartreel@wufoo.com	$235.26	06/03/21	23:11:47
achildeem@amazon.de	$117.16	04/01/21	19:46:14
twyvillen@mashable.com	$649.15	09/03/21	11:41:22
ecaproneo@comsenz.com	$282.42	23/01/21	12:09:32
jseagerep@scientificamerican.com	$596.16	22/02/21	10:22:06
rfrueneq@tripadvisor.com	$530.04	15/01/21	09:04:26
awhittucker@multiply.com	$240.38	01/02/21	07:28:09
lbrikes@youtube.com	$136.26	11/01/21	16:44:51
awalczaket@tiny.cc	$31.14	08/01/21	12:38:13
mgianoloeu@webeden.co.uk	$459.84	25/02/21	23:11:35
brichardotev@friendfeed.com	$459.36	21/01/21	23:41:21
clanbertoniew@google.it	$780.69	09/04/21	18:47:42
vlindholmex@phpbb.com	$149.82	04/01/21	07:47:25
ssiddeney@e-recht24.de	$54.37	22/02/21	04:52:38
adowryez@hhs.gov	$180.31	24/03/21	08:20:44
bbourdasf0@furl.net	$23.66	15/02/21	15:08:34
mbritnellf1@china.com.cn	$520.36	26/02/21	05:33:55
rdissmanf2@wikipedia.org	$229.79	03/03/21	04:09:34
rcristoforof3@youtu.be	$11.11	02/03/21	23:57:58
davrasinf4@yahoo.co.jp	$579.61	31/03/21	21:34:51
cdrysdellf5@patch.com	$337.84	31/03/21	17:04:15
jshalcrasf6@springer.com	$187.91	05/01/21	06:37:51
tconsterdinef7@usda.gov	$38.48	12/01/21	22:34:37
ldictef8@dot.gov	$36.98	13/03/21	21:19:06
mdhooghef9@ifeng.com	$588.69	17/01/21	04:04:47
ebarentsfa@umn.edu	$95.81	04/02/21	20:14:37
dnewardfb@topsy.com	$331.13	21/02/21	16:18:17
kansterfc@netlog.com	$163.78	13/01/21	18:21:09
cmaccardfd@spotify.com	$570.19	08/02/21	21:15:14
jlangleyfe@imdb.com	$106.22	22/03/21	14:41:28
htohillff@tinypic.com	$412.96	12/01/21	15:20:53
bbamboroughfg@google.nl	$20.80	05/03/21	16:39:07
ctarneyfh@topsy.com	$278.86	06/04/21	15:14:54
dewingsfi@prnewswire.com	$394.82	01/01/21	11:13:14
cwallachfj@sciencedaily.com	$386.97	25/02/21	23:21:49
treanfk@about.com	$105.84	31/01/21	06:33:35
csherrfl@netlog.com	$508.53	12/02/21	04:48:45
chabbershonfm@bandcamp.com	$28.20	03/03/21	19:27:50
jriggeyfn@japanpost.jp	$89.17	12/02/21	08:52:36
rballingalfo@ucsd.edu	$415.66	29/03/21	20:28:42
eleahyfp@imgur.com	$704.98	05/03/21	21:08:47
sminotfq@baidu.com	$206.61	18/02/21	08:58:53
kmosedalefr@cbc.ca	$568.69	29/01/21	14:34:49
gbriersfs@blog.com	$1.70	20/02/21	16:18:10
ccarriganft@flickr.com	$637.04	14/03/21	13:27:33
egordenfu@statcounter.com	$424.06	19/03/21	19:23:23
jdeperofv@ucoz.com	$371.03	25/03/21	16:02:20
mheinsenfw@flickr.com	$725.53	25/01/21	19:57:55
dphysickfx@desdev.cn	$125.16	03/02/21	04:58:00
aroyfy@rambler.ru	$786.31	05/03/21	07:01:23
cjupefz@who.int	$718.06	11/03/21	04:39:45
mbennetong0@google.co.uk	$11.11	02/03/21	19:55:56
rskittlesg1@timesonline.co.uk	$165.78	20/03/21	11:43:56
gheiblg2@sourceforge.net	$291.35	04/02/21	07:06:47
rslymang3@seesaa.net	$721.26	05/04/21	10:30:17
gerbaing4@nba.com	$756.79	08/04/21	10:19:01
bmakeyg5@alexa.com	$58.26	22/01/21	08:25:39
flamymang6@drupal.org	$47.00	26/02/21	22:40:32
lneylong7@istockphoto.com	$798.78	10/01/21	04:23:48
sprovestg8@google.es	$89.91	22/03/21	05:43:59
njanking9@wufoo.com	$676.04	05/01/21	23:29:43
ssantostefanoga@edublogs.org	$498.82	25/03/21	18:17:04
gskoughgb@nih.gov	$59.28	14/01/21	07:19:09
felvesgc@dailymail.co.uk	$292.28	24/03/21	08:58:45
omccardgd@angelfire.com	$62.43	13/01/21	12:00:53
lbrehautge@oakley.com	$651.88	23/02/21	15:05:38
zgumarygf@ucoz.ru	$52.04	01/01/21	22:51:45
trumkegg@theatlantic.com	$208.15	29/03/21	18:42:58
rannesgh@aol.com	$760.46	28/02/21	15:04:47
ddoohergi@nymag.com	$301.86	04/01/21	16:20:29
fwarriergj@amazon.co.jp	$174.41	11/02/21	13:56:32
sperreegk@cbslocal.com	$726.29	24/02/21	18:43:12
jpaolazzigl@omniture.com	$769.07	17/03/21	05:26:52
rbuardgm@narod.ru	$105.73	20/02/21	19:27:44
kshearergn@g.co	$353.37	26/03/21	11:03:50
acopsgo@cafepress.com	$362.77	29/01/21	18:23:28
cmcpakegp@google.co.uk	$285.61	09/03/21	12:21:59
mbouldergq@booking.com	$450.29	26/03/21	08:33:51
csimoneschigr@goodreads.com	$292.60	11/02/21	19:19:13
iartisgs@baidu.com	$6.97	24/02/21	21:47:38
gcubbinelligt@imdb.com	$608.90	06/03/21	06:58:50
hwinspearegu@merriam-webster.com	$107.96	10/03/21	22:26:38
gchellenhamgv@ycombinator.com	$293.25	14/03/21	20:41:03
bgopsellgw@last.fm	$567.55	22/02/21	19:35:37
gbigggx@adobe.com	$672.49	08/04/21	18:40:13
ccapnergy@businessweek.com	$338.33	21/01/21	12:12:39
kbackegz@hostgator.com	$280.20	06/02/21	18:27:09
slochheadh0@ft.com	$277.17	07/01/21	16:32:37
mmcaughtryh1@miitbeian.gov.cn	$235.50	02/02/21	17:14:51
cshelfh2@bluehost.com	$187.87	15/02/21	09:42:03
aconsterdineh3@bloglovin.com	$493.87	25/01/21	18:41:57
kbrizlandh4@discovery.com	$293.61	09/04/21	19:40:12
acastellettoh5@yale.edu	$599.49	25/02/21	16:02:05
ezappelh6@discovery.com	$388.16	27/02/21	08:28:45
abrongerh7@ebay.co.uk	$316.79	24/02/21	23:39:08
dhusbyh8@google.com.hk	$184.64	06/01/21	13:48:04
tchallicombeh9@freewebs.com	$242.38	08/03/21	05:56:43
htappingha@dyndns.org	$522.29	04/01/21	14:13:23
fsebastianhb@mysql.com	$561.43	13/02/21	22:04:03
apfaffhc@clickbank.net	$706.01	22/01/21	05:50:05
smcfadzeanhd@va.gov	$745.78	09/03/21	14:17:34
tcaplinhe@aol.com	$4.11	04/02/21	19:11:09
lszepehf@dmoz.org	$7.67	22/01/21	21:47:17
ipatriehg@phoca.cz	$512.90	05/04/21	16:15:55
gguymerhh@cornell.edu	$134.49	24/03/21	11:11:51
vmickleboroughhi@patch.com	$9.79	13/01/21	11:44:40
abeehohj@wunderground.com	$379.52	26/02/21	12:55:35
adunmuirhk@wisc.edu	$147.56	06/01/21	07:46:00
hdiruggierohl@oracle.com	$117.85	03/04/21	14:06:17
pconklinhm@howstuffworks.com	$36.31	04/03/21	07:19:51
dmillgatehn@hibu.com	$465.10	21/01/21	15:50:21
aalmeyho@privacy.gov.au	$5.46	10/02/21	06:06:36
cmompessonhp@netvibes.com	$793.23	03/02/21	05:48:32
erussihq@freewebs.com	$123.21	21/03/21	22:07:44
cingersonhr@blogger.com	$730.85	28/03/21	07:01:47
ibleesinghs@elegantthemes.com	$65.35	23/02/21	10:12:03
mgandrichht@dyndns.org	$376.34	01/01/21	11:21:58
sfyfieldhu@sciencedirect.com	$27.92	30/01/21	21:20:10
hpetrikhv@nih.gov	$83.29	09/03/21	12:02:12
ihaslockhw@oakley.com	$135.74	01/01/21	16:45:04
bdelaeglisehx@list-manage.com	$532.60	08/01/21	14:14:27
skmiechy@nba.com	$13.24	27/03/21	22:23:42
dbernardyhz@merriam-webster.com	$278.90	03/04/21	18:27:17
agrigoloni0@rakuten.co.jp	$203.73	19/01/21	07:41:25
egollini1@bigcartel.com	$386.60	13/02/21	18:04:41
egirdlestonei2@myspace.com	$604.91	17/01/21	15:59:43
menrighti3@phoca.cz	$622.20	11/02/21	17:58:12
lrollinshawi4@bloglines.com	$441.77	08/03/21	15:41:16
bcorneili5@seattletimes.com	$80.28	14/02/21	19:54:11
ematchelli6@cnn.com	$212.80	02/01/21	23:08:17
mhillhousei7@foxnews.com	$692.63	13/02/21	18:04:13
skliemcheni8@ucsd.edu	$262.07	09/04/21	05:30:43
aclarkini9@google.ca	$552.69	17/02/21	16:55:29
tcarnellia@google.ru	$276.31	20/03/21	20:00:18
mdraneib@t-online.de	$757.86	08/01/21	22:44:08
kmcgorleyic@plala.or.jp	$149.99	16/03/21	19:06:44
rkikeid@reference.com	$426.50	25/01/21	23:20:33
ggiddonsie@hp.com	$262.73	10/01/21	09:50:09
sgowlandif@zdnet.com	$705.61	03/02/21	19:26:45
athowig@mozilla.org	$606.76	09/03/21	19:35:00
smeliorih@epa.gov	$388.52	13/01/21	11:32:44
kdelgardoii@hugedomains.com	$438.98	01/03/21	07:39:44
sbrosiij@miibeian.gov.cn	$620.22	26/01/21	16:31:50
ageorgeonik@columbia.edu	$512.79	25/02/21	18:14:08
ngillhespyil@ning.com	$516.06	09/04/21	15:04:18
ibranchetim@merriam-webster.com	$619.96	04/02/21	20:30:19
srispinin@moonfruit.com	$456.55	22/03/21	10:10:29
ladamsio@jiathis.com	$695.31	03/03/21	05:32:03
mvinkip@twitter.com	$303.58	01/04/21	18:13:37
layllettiq@nba.com	$611.07	20/01/21	08:03:11
ewoodleyir@fotki.com	$302.52	14/03/21	18:48:46
mlodovichiis@goodreads.com	$392.03	07/03/21	12:27:48
vramstedit@walmart.com	$255.80	09/03/21	17:58:38
bowbrickiu@stumbleupon.com	$215.96	20/01/21	22:33:33
clichtfothiv@google.pl	$487.36	07/04/21	13:22:21
belmoreiw@ow.ly	$28.25	06/02/21	10:33:52
mbilbyix@ow.ly	$474.84	13/02/21	14:42:37
tgivesiy@slashdot.org	$763.58	14/01/21	20:14:21
mjellicoiz@toplist.cz	$682.79	06/02/21	11:33:40
bpavelkaj0@yahoo.co.jp	$374.86	09/01/21	19:22:27
ajosefssonj1@msu.edu	$516.04	11/02/21	07:04:18
mmcmanusj2@icq.com	$604.80	29/03/21	09:38:15
arandalsj3@qq.com	$267.06	03/04/21	10:45:17
apepperillj4@dion.ne.jp	$651.90	10/02/21	09:57:03
dpankethmanj5@freewebs.com	$334.23	05/03/21	05:57:10
nbetjemanj6@mapy.cz	$622.87	15/01/21	14:42:05
gpettij7@vk.com	$580.37	13/03/21	13:45:37
ntrowsdallj8@rakuten.co.jp	$284.90	19/03/21	22:26:07
gbissj9@ning.com	$104.07	02/02/21	10:47:56
kmohringja@scientificamerican.com	$784.69	11/02/21	16:42:29
fchurchardjb@cbsnews.com	$197.98	08/01/21	06:15:51
rmcairtjc@so-net.ne.jp	$793.36	05/01/21	16:53:03
lthursbyjd@51.la	$216.41	07/04/21	09:15:57
bkemellje@omniture.com	$527.87	16/02/21	07:19:36
jlocardjf@jiathis.com	$438.76	11/01/21	08:54:35
ssabbinjg@vkontakte.ru	$144.23	01/02/21	12:06:12
sbrownbridgejh@taobao.com	$466.95	13/01/21	10:22:34
mtodariniji@fema.gov	$590.10	02/02/21	23:06:49
sgonetjj@cisco.com	$779.40	09/02/21	17:02:24
fklimushevjk@dedecms.com	$672.05	05/03/21	22:55:47
dlivensjl@yolasite.com	$551.44	16/03/21	17:32:49
zfigurejm@123-reg.co.uk	$297.94	14/03/21	16:08:18
obuncomjn@sina.com.cn	$660.73	06/04/21	18:41:25
gwolpertjo@symantec.com	$704.02	05/01/21	17:24:18
irissojp@nhs.uk	$694.28	06/02/21	11:28:31
ttrollopejq@wired.com	$592.94	07/04/21	10:50:32
jhadcockjr@chicagotribune.com	$233.40	28/03/21	08:00:41
kbrunettijs@networksolutions.com	$550.88	02/03/21	13:43:29
trylejt@princeton.edu	$615.64	28/02/21	11:15:59
cformieju@toplist.cz	$27.68	09/02/21	21:16:41
zchestnuttjv@ucoz.ru	$778.25	02/02/21	08:34:08
cheisterjw@shop-pro.jp	$213.53	21/02/21	09:48:04
rfrontczakjx@fastcompany.com	$231.53	03/03/21	07:23:49
edivinajy@sourceforge.net	$176.18	24/03/21	10:29:06
dniecejz@dion.ne.jp	$485.38	11/02/21	18:26:30
cgobeauxk0@goodreads.com	$148.71	18/01/21	23:12:05
tsnewink1@bbc.co.uk	$48.32	08/02/21	07:35:53
amaclachlank2@hhs.gov	$645.60	25/02/21	04:42:00
gfildek3@java.com	$528.55	16/01/21	06:56:49
amccritchiek4@feedburner.com	$704.81	06/03/21	21:26:10
hdearnlyk5@mapquest.com	$58.98	05/03/21	12:11:58
mtignerk6@marriott.com	$211.25	12/01/21	07:57:44
bmcclevertyk7@techcrunch.com	$354.10	22/03/21	18:20:45
sblaskek8@msu.edu	$643.46	17/01/21	17:28:51
sworgk9@homestead.com	$577.39	12/03/21	22:14:02
amillandka@cbsnews.com	$81.43	11/02/21	19:28:43
mblinckhornekb@nyu.edu	$627.63	16/03/21	14:54:58
dbutlandkc@google.nl	$487.35	12/01/21	22:57:30
lexeterkd@paginegialle.it	$417.81	01/01/21	18:00:56
bmacdermandke@bigcartel.com	$721.33	05/04/21	17:44:12
dfaseykf@harvard.edu	$74.32	13/01/21	10:00:40
denglefieldkg@barnesandnoble.com	$755.47	07/04/21	18:43:06
jsnaselkh@europa.eu	$723.68	21/02/21	04:46:40
chandsheartki@bloglines.com	$57.23	18/01/21	22:36:57
ldeverosekj@ihg.com	$585.84	27/01/21	06:16:51
aedelheitkk@disqus.com	$189.97	17/02/21	14:32:12
mlightkl@posterous.com	$144.69	23/02/21	23:09:24
ksilbersakkm@opera.com	$719.83	27/02/21	09:54:06
jmoscropkn@facebook.com	$615.87	09/03/21	05:52:31
lnasiko@bing.com	$251.72	04/02/21	13:37:46
rrobathamkp@usgs.gov	$582.05	22/03/21	05:49:26
nbonellekq@i2i.jp	$584.49	01/02/21	19:38:04
kullyattkr@cdc.gov	$40.60	10/01/21	22:04:05
bjeeks@stanford.edu	$751.66	03/01/21	23:17:41
sstenettkt@omniture.com	$573.79	16/01/21	06:09:20
lbudleighku@lycos.com	$34.02	10/01/21	04:18:55
jrobenskv@irs.gov	$546.24	14/02/21	22:41:31
gblowerkw@sogou.com	$620.12	01/04/21	18:58:51
gborlandkx@auda.org.au	$448.07	05/02/21	16:17:02
jhansanaky@dmoz.org	$735.31	08/04/21	18:03:21
bberekz@cmu.edu	$696.69	27/01/21	22:20:38
zeaseyl0@zdnet.com	$654.38	15/02/21	19:25:23
relgiel1@joomla.org	$430.43	07/04/21	07:20:56
clytel2@nba.com	$88.41	13/01/21	11:18:45
tluscombel3@flickr.com	$419.59	13/02/21	09:35:25
aparsleyl4@nhs.uk	$424.35	11/01/21	18:48:56
kcropperl5@epa.gov	$782.95	13/01/21	06:20:58
ypidlerl6@mac.com	$769.93	23/01/21	07:59:54
lbittlestonel7@w3.org	$738.23	11/02/21	11:40:33
cdimeloel8@miibeian.gov.cn	$749.93	18/01/21	12:13:37
dhallowsl9@gizmodo.com	$98.70	07/02/21	22:49:07
jyeala@ebay.com	$636.19	08/02/21	15:04:29
dtignerlb@ucla.edu	$49.95	13/03/21	19:33:47
rpasslc@homestead.com	$285.81	18/03/21	05:58:58
jsleightholmld@about.me	$127.12	26/01/21	21:47:11
gjonele@auda.org.au	$144.33	03/01/21	17:14:41
mhamplf@goo.ne.jp	$26.00	19/02/21	14:55:15
nhandlg@deviantart.com	$362.24	03/03/21	15:26:42
ngibbettlh@gizmodo.com	$718.00	27/02/21	06:17:42
ttylerli@hp.com	$723.01	02/03/21	05:20:42
mbrotheridgelj@tiny.cc	$353.96	18/02/21	14:52:40
bcudlk@drupal.org	$292.04	23/02/21	11:10:43
memsdenll@vistaprint.com	$722.68	24/03/21	04:06:02
cjordisonlm@zimbio.com	$531.94	13/02/21	17:49:10
mgarieln@hud.gov	$737.62	23/02/21	22:14:25
aderxlo@ask.com	$81.66	17/02/21	15:42:07
bharmondlp@squarespace.com	$405.60	18/03/21	21:23:37
kfranzinilq@spotify.com	$236.28	20/02/21	09:12:22
bchappelllr@wp.com	$492.58	19/02/21	10:21:55
jmacfaulls@elpais.com	$710.42	09/02/21	17:00:32
nstorrelt@ucla.edu	$368.04	29/01/21	21:12:24
rpettigrewlu@pbs.org	$681.67	13/03/21	17:54:15
sblaiselv@paypal.com	$641.36	03/03/21	16:10:41
mbowbricklw@theguardian.com	$40.49	14/03/21	16:52:08
aseamenlx@exblog.jp	$204.88	16/02/21	22:22:49
sdoyleyly@ox.ac.uk	$592.21	12/01/21	10:38:06
beaglinglz@netlog.com	$355.29	25/01/21	21:45:17
ballebonem0@un.org	$382.77	14/02/21	05:52:13
plehemannm1@latimes.com	$396.52	30/01/21	22:31:28
jrosenbloomm2@umn.edu	$80.78	10/02/21	04:36:16
afelderm3@diigo.com	$764.48	06/01/21	21:25:04
iforsaithm4@cdc.gov	$534.82	22/03/21	12:59:08
kspinagem5@nba.com	$619.22	16/01/21	07:41:47
bchaddertonm6@networksolutions.com	$236.57	19/03/21	12:34:42
ehubertm7@census.gov	$184.19	06/01/21	21:07:49
kstredwickm8@purevolume.com	$109.89	15/02/21	19:11:13
skeoghanem9@illinois.edu	$106.64	13/03/21	14:08:06
iroderigoma@npr.org	$114.86	19/03/21	16:58:52
nlitherboroughmb@ucoz.ru	$227.62	23/03/21	14:27:52
gradinmc@wp.com	$15.97	10/02/21	12:29:16
lsimeolimd@ocn.ne.jp	$95.68	22/02/21	21:39:14
rloffheadme@de.vu	$647.65	05/04/21	15:42:13
smyrkusmf@apache.org	$286.16	06/03/21	10:15:14
apriddenmg@miitbeian.gov.cn	$673.76	11/02/21	13:10:13
tbeardsellmh@163.com	$657.68	31/03/21	22:32:27
cisleymi@sina.com.cn	$212.83	07/01/21	19:14:43
sconklingmj@arizona.edu	$7.72	11/01/21	19:04:45
sfooksmk@chron.com	$644.08	03/02/21	18:29:07
ustanionml@house.gov	$451.14	11/02/21	18:45:55
mtesdalemm@wikispaces.com	$189.96	07/04/21	07:37:35
cjindrichmn@squarespace.com	$469.44	27/02/21	10:30:00
fbollinmo@arizona.edu	$198.78	26/02/21	20:54:46
mrainbirdmp@irs.gov	$228.15	11/02/21	05:54:11
gmorrisonmq@ifeng.com	$267.99	16/01/21	11:04:06
emonromr@yahoo.co.jp	$150.28	04/02/21	23:50:30
tfeighneyms@joomla.org	$711.60	28/03/21	05:52:13
fjessoppmt@ucoz.com	$654.40	21/02/21	14:38:18
cgreestmu@quantcast.com	$53.97	24/01/21	16:59:59
cschimmangmv@mysql.com	$686.58	16/01/21	15:07:01
bgavahanmw@google.co.uk	$407.04	01/04/21	05:01:50
gpadfieldmx@themeforest.net	$769.64	13/01/21	23:25:39
mkibbyemy@patch.com	$211.91	27/01/21	22:44:35
rwesgatemz@slashdot.org	$431.78	20/02/21	20:13:29
mmcmeekann0@zdnet.com	$249.11	07/04/21	13:50:10
dloveguardn1@vk.com	$347.22	24/02/21	09:54:43
gkeeleyn2@apache.org	$216.64	03/04/21	07:14:59
aegdaln3@scribd.com	$706.63	03/01/21	16:30:08
ltysalln4@umn.edu	$464.88	17/01/21	10:37:38
ablondinn5@twitter.com	$553.72	03/03/21	04:33:35
browbottamn6@marriott.com	$618.29	25/02/21	10:36:04
eabramamovn7@people.com.cn	$3.91	22/03/21	21:13:26
gommanneyn8@amazon.co.jp	$254.99	27/01/21	09:34:54
jdodelln9@senate.gov	$132.57	12/01/21	23:13:06
jbuckellna@hexun.com	$178.34	19/01/21	17:22:54
cvandijknb@blogger.com	$219.99	11/03/21	16:53:24
rbrimilcombenc@blogger.com	$489.19	23/03/21	05:55:39
lwicklennd@infoseek.co.jp	$500.58	12/01/21	23:26:51
dthameltne@pen.io	$312.95	01/03/21	20:08:30
acolenuttnf@biglobe.ne.jp	$607.82	27/02/21	14:40:18
cmckinlayng@china.com.cn	$651.95	05/04/21	10:09:38
rdelcastellonh@topsy.com	$688.03	01/03/21	14:42:13
gcornfordni@dropbox.com	$402.00	19/01/21	22:25:10
mtwitchingsnj@exblog.jp	$95.76	03/01/21	19:29:34
nfaucettnk@salon.com	$758.62	02/03/21	09:26:28
ytrundellnl@google.fr	$474.25	11/02/21	15:31:55
hclubbnm@nsw.gov.au	$230.84	03/02/21	16:02:31
jtaplinnn@nydailynews.com	$395.39	07/01/21	13:29:36
eroubeixno@cdc.gov	$85.77	15/01/21	17:10:30
briggenp@unesco.org	$410.28	23/01/21	10:55:46
cpovernq@liveinternet.ru	$674.09	21/03/21	11:54:04
rdanielenr@soup.io	$653.70	09/04/21	23:47:52
ostlouisns@list-manage.com	$320.15	08/02/21	08:36:58
bskunent@xing.com	$272.12	06/02/21	22:47:24
zjegernu@rediff.com	$131.13	04/02/21	08:46:10
fmillomnv@youku.com	$268.07	16/02/21	22:51:22
gobraddennw@t.co	$465.36	31/01/21	17:40:48
jturlnx@psu.edu	$121.17	24/02/21	10:42:28
jcasarinony@microsoft.com	$697.35	09/03/21	15:21:50
dguinnessnz@forbes.com	$354.29	11/01/21	06:43:42
csictorneso0@webeden.co.uk	$295.83	12/02/21	14:25:46
frubenovo1@craigslist.org	$347.05	18/01/21	11:17:02
mhotchkino2@cisco.com	$733.03	14/02/21	17:27:30
wphillpoto3@answers.com	$430.88	09/02/21	22:52:31
rfletchero4@fc2.com	$329.04	06/03/21	22:23:54
ssavoryo5@cmu.edu	$432.32	28/01/21	05:58:30
anewbando6@ox.ac.uk	$528.72	04/02/21	11:08:40
ljouhandeauo7@bravesites.com	$393.42	16/01/21	22:09:02
iwaldocko8@flavors.me	$751.36	09/04/21	18:51:24
msarfaso9@smh.com.au	$488.92	18/03/21	06:35:51
shunnableoa@ucoz.ru	$188.63	29/01/21	08:50:33
alevyob@gravatar.com	$552.04	13/02/21	22:55:02
phansilloc@pbs.org	$715.49	01/01/21	08:45:12
cfallaod@artisteer.com	$110.62	25/03/21	14:40:34
hmorganoe@icq.com	$19.23	02/02/21	19:36:09
cfallowfieldof@admin.ch	$61.39	03/04/21	17:14:50
hdunkinsonog@dot.gov	$615.61	02/02/21	22:39:53
jnannizzioh@mozilla.com	$722.83	15/03/21	22:56:26
jdublinoi@woothemes.com	$17.82	04/04/21	08:34:01
dmacconneelyoj@narod.ru	$70.33	15/01/21	13:37:14
hmebsok@pagesperso-orange.fr	$136.77	09/02/21	06:53:18
jhoundesomeol@irs.gov	$346.65	09/01/21	19:18:30
lzohrerom@mapy.cz	$238.66	07/04/21	16:47:33
rondrusekon@macromedia.com	$575.63	14/02/21	22:26:11
dbladonoo@tuttocitta.it	$111.65	13/02/21	11:37:08
dcottaop@biblegateway.com	$103.96	05/03/21	13:34:57
heastmentoq@weebly.com	$116.42	02/03/21	07:06:27
krisbridgeor@printfriendly.com	$677.95	16/02/21	14:46:32
jokerinos@soundcloud.com	$472.98	12/02/21	10:08:11
askoulingot@histats.com	$419.33	01/01/21	07:01:47
cfeltonou@microsoft.com	$336.82	08/02/21	10:16:13
jbostockov@taobao.com	$419.14	25/03/21	20:37:51
rragatow@pbs.org	$672.19	16/02/21	12:04:06
zantoniakox@spotify.com	$479.06	14/03/21	17:58:27
hpfliegeroy@statcounter.com	$17.38	24/02/21	14:17:18
bpledgeoz@studiopress.com	$798.33	24/02/21	10:33:59
cclynmansp0@yahoo.com	$90.80	07/01/21	12:20:08
adrinkalep1@bigcartel.com	$617.98	07/01/21	09:04:13
