vin,nom,ville,etat
WBAPT73529C971936,Niccolo Johnikin,Atlanta,Georgia
1FT7W2A61EE012564,Emmery Grelak,Colorado Springs,Colorado
WAUUL78E45A285155,Gena Slimings,Lansing,Michigan
WAUWKAFR4AA052904,Zaccaria Tollit,Saint Louis,Missouri
5FRYD4H60GB849479,Wright Shilito,San Francisco,California
YV4902DZXE2500140,Cazzie Muddiman,Washington,District of Columbia
2T2BK1BA1DC841685,Giffy Prando,Norfolk,Virginia
JN1CV6EKXEM276510,Isaac Kingh,Birmingham,Alabama
WAUKFBFL3DA209248,Dexter Embleton,Brockton,Massachusetts
5TDDK3DC4ES145287,Cecilio Loveland,Gatesville,Texas
JTDKN3DU6A0771900,Arlinda McColgan,Charleston,West Virginia
WBASP4C59AC619406,Doralyn Frodsam,Albany,New York
1G4GG5E37CF873722,Elayne MacFall,New Orleans,Louisiana
3C6TD4HTXCG157775,Faber Aberdein,Aurora,Illinois
SCBFU7ZAXEC491088,Emmery Grelak,Colorado Springs,Colorado
KMHHT6KD2BU814851,Evelina Terbeek,Tulsa,Oklahoma
1FAHP2DW5BG937242,Bruno Beeton,Pompano Beach,Florida
WAUDFBFL0AN979114,Korie Menci,San Francisco,California
1G4GD5GR3CF645288,Harman Guillart,Naples,Florida
5XYKT3A14DG087474,Antoni Wadge,Minneapolis,Minnesota
5N1AA0NE1FN048510,Teodoro Copnell,Santa Ana,California
19XFB4F25FE451607,Daryle Galpen,Fullerton,California
WBA3A5G53FN086051,Betsey Biesterfeld,New Orleans,Louisiana
19UUA65674A837845,Roddy Hammon,Scottsdale,Arizona
3D4PH9FG0BT358210,Erda Creber,Tulsa,Oklahoma
JTDKN3DP9C3741365,Gertrudis Mongeot,Lima,Ohio
JTDZN3EU4FJ945705,Stephine Keers,Newark,New Jersey
JN1CV6FE5AM588091,Bridget Beal,Fresno,California
1GYS3GKJ8FR131528,Teressa Hanhart,Philadelphia,Pennsylvania
WAUEL94F75N492727,Jeannie Wishkar,Ashburn,Virginia
5UXFB93532L522217,Henrik De Bischof,Jamaica,New York
3D73Y4CL1BG183254,Sidoney Gooderridge,Winston Salem,North Carolina
2B3CL3CG2BH122759,Kerianne Stanning,Fayetteville,North Carolina
2C3CCAAG9FH761446,Helen d' Elboux,Dallas,Texas
1G4CW54K144091746,Delly Basson,Cleveland,Ohio
WBAGN83484D684871,Adrian Priel,New Orleans,Louisiana
2FMHK6DC0AB896619,Carmon Kersley,Washington,District of Columbia
3GYFK52259G744938,Lorinda Mayer,Decatur,Illinois
1D7RB1CTXAS423743,Inglis Mallebone,Saint Paul,Minnesota
WP0AA2A9XDS532196,Kizzee Stevani,Philadelphia,Pennsylvania
2C3CCAPT0CH364823,Richmond Gronno,Philadelphia,Pennsylvania
WAUMFAFL2AN410680,Chrystel Depper,New York City,New York
WAUYP64B51N263793,Krystyna Avramovitz,Sandy,Utah
KMHGN4JE9FU521880,Cazzie Muddiman,Washington,District of Columbia
3C3CFFJH5DT966005,Renault Burkert,Daytona Beach,Florida
3C6TD5FT1CG201722,Uta Merveille,Boston,Massachusetts
WA1DKBFP6CA985571,Miguel Pittock,Detroit,Michigan
WBADW7C53DE975985,Ryon Giamo,Asheville,North Carolina
1J4AA2D15BL858785,Nisse Reyne,Dallas,Texas
2LMHJ5FK2FB540320,Maddalena McCorry,West Palm Beach,Florida
1FMEU7FE5AU154311,Sadella Jopke,San Luis Obispo,California
WAUDG74F26N220303,Thornie Cardenas,Buffalo,New York
JH4DC44621S582170,Shaylah Farrimond,San Bernardino,California
WAURD68D82A965589,Florinda Ellif,Jacksonville,Florida
1G6DV8EP2C0949774,Ashley Gommowe,Honolulu,Hawaii
WA1YL54BX5N290710,Mariann Andreaccio,Detroit,Michigan
ZFBCFAAH6EZ892105,Katerine O'Hear,El Paso,Texas
1G6AK5SX6D0688424,Vivien Dodshon,Lakeland,Florida
WBANB53567C319476,Conn Macewan,Evansville,Indiana
1G6DP8EV8A0325886,Jonathan Scarasbrick,Dallas,Texas
1C3BC4EB4AN183137,Candra Morpeth,Dallas,Texas
WAUDG94F95N708688,Oralie McHaffy,Saint Paul,Minnesota
WBANA53565B682527,Grover Petracco,Peoria,Arizona
WBAWC7C54AE692377,Chrotoem Tersay,Minneapolis,Minnesota
3C6LD5AT0CG110562,Ephrayim Farnes,Dallas,Texas
3D73M4CL9AG016084,Mollee Bullas,Phoenix,Arizona
2FMDK4AC8AB889277,Salli Lee,Charlotte,North Carolina
WAUKH94F96N436150,Mandi Thorington,Phoenix,Arizona
1G6DM5EG4A0429395,Daniel Gilloran,Pittsburgh,Pennsylvania
1GYFK63847R426928,Palm Colbridge,Portland,Oregon
JN8BS1MW2DM379982,Lief Nind,Vancouver,Washington
5UMDU93537L284391,Alyda Biasioli,Lynn,Massachusetts
2G4WF521X41407390,Lynnelle Gillibrand,San Antonio,Texas
5N1AA0ND7EN480704,Michaela Cockland,Gaithersburg,Maryland
YV4612HM3F1386276,Tammie Croyden,Lincoln,Nebraska
1G4PR5SK8E4297496,Bing Turfs,Chicago,Illinois
SCBGU3ZA8DC117865,Ingar Dagwell,Saint Louis,Missouri
JA4AS3AW1DU453474,Fianna McGuffie,Philadelphia,Pennsylvania
3C4PDCAB0DT491392,Thornie Cardenas,Buffalo,New York
1GYUKHEF3AR893800,Jackie Shirt,New York City,New York
1FTSW3A53AE447166,Maynard Di Biaggi,Louisville,Kentucky
WAUDFAFL3CA777467,Bennett De La Haye,Portland,Oregon
1N6AA0CA5EN548881,Nicholle Malacrida,Daytona Beach,Florida
JH4KB16628C447815,Alvin Berntssen,Houston,Texas
WAUSH78E48A439988,Carlie Hugo,Houston,Texas
WAUEF98EX8A527815,Ron O'Leary,Erie,Pennsylvania
WBA5A5C56ED306740,Lauraine Ede,Huntsville,Alabama
1N6AF0KYXFN600328,Aubrette Darrow,Charleston,West Virginia
WA1LGAFE3FD642726,Page McKune,Reno,Nevada
1GYS3FEJ8CR477323,Arlinda McColgan,Charleston,West Virginia
5N1AA0NC3CN696280,Bronny Gini,Orlando,Florida
1N6AD0CU8EN284220,Edgard Stalman,Los Angeles,California
WAUAH74F48N946439,Sonnie Rix,Houston,Texas
1HGCP2E35CA884217,Ephrayim Farnes,Dallas,Texas
5N1BA0NC7FN961968,Germaine Brand,Lees Summit,Missouri
3VWKX8AJ7BM952890,Johnath Roselli,Palatine,Illinois
WDDHF5KBXFB366435,Quincy Lumm,Hicksville,New York
WAUDL54F75N400553,Sergio Clabburn,Des Moines,Iowa
WAUHF78P08A411025,Eleni Threlfall,Cincinnati,Ohio
4T1BD1FK8EU043671,Leanor Wadeson,Miami,Florida
4A4JM2AS1AE294669,Breanne Read,Oakland,California
19VDE3F31EE929580,Trenna Bond,Colorado Springs,Colorado
KMHTC6ADXDU462875,Donnie Cuthill,Juneau,Alaska
JHMZE2H34DS038567,Xavier Haye,Round Rock,Texas
2HKRM3H33DH381489,Cherish Barkley,Tacoma,Washington
WBALM53589E313039,Belle Tysack,Memphis,Tennessee
5N1AA0NC2CN440048,Basilius Rapi,Orlando,Florida
WAUKD98P27A408360,West McNay,San Antonio,Texas
WBANW53549C620707,Guillermo Antonetti,Tacoma,Washington
JM1NC2EF7A0731385,Dee Pirie,Phoenix,Arizona
1G6DU6EA3A0821673,Diahann Endicott,Phoenix,Arizona
JTDKDTB33E1034781,Fleurette Camplejohn,Long Beach,California
JTDKN3DUXA0705513,Abagael Evason,Boulder,Colorado
4T1BF1FK4EU301503,Hymie Byass,Colorado Springs,Colorado
5YMGZ0C55BL516729,Florencia Marre,South Lake Tahoe,California
WBXPA93406W855384,Moselle Clappison,El Paso,Texas
WAULT68E23A162179,Ava Fludgate,Boise,Idaho
WA1CMAFPXFA034729,Sandor Clemits,Jeffersonville,Indiana
1N6AF0LY2FN675717,Venita Pudney,Toledo,Ohio
WAUSH98E77A928251,Elli Martinho,Atlanta,Georgia
137FA84361E201998,Betsey Biesterfeld,New Orleans,Louisiana
1G6DF8EY1B0251063,Dunc Carnihan,Philadelphia,Pennsylvania
2T1BURHE4FC192118,Agretha Shalloe,Toledo,Ohio
WBASP2C56CC601145,Mauricio Danet,Tulsa,Oklahoma
5FRYD4H90GB248079,Julieta Wolfinger,Honolulu,Hawaii
1J4PN2GK4AW777888,Winne Trickett,Newton,Massachusetts
5TDDK3DC6BS556072,Augustina Eaton,Orlando,Florida
5J6TF2H54DL068355,Homere Drever,Garland,Texas
JTHBK1GGXD2336758,Sutton Brambill,Washington,District of Columbia
WBASP4C54CC106695,Amalia Plenderleith,Harrisburg,Pennsylvania
WBANN73527B554126,Bruno Beeton,Pompano Beach,Florida
1FTEW1CW2AF936661,Rawley Exrol,Louisville,Kentucky
2B3CA7CW2AH152394,Mureil Etock,Topeka,Kansas
1C6RD6KP7CS715916,Aurelia Pesik,Memphis,Tennessee
1FTMF1EW5AK946083,Fax Hughland,Fort Wayne,Indiana
WVGAV7AX5CW427309,Colline Katz,Saint Louis,Missouri
WA1DGAFP4EA630316,Chrysa Stubbeley,Stockton,California
5N1AT2MK4EC137656,Gael Burberow,Omaha,Nebraska
5J8TB3H36FL062289,Wayne Okenfold,Colorado Springs,Colorado
JN1AZ4EH5CM313030,Betti Drewe,New York City,New York
WBAWB73567P131811,Dominik Sinncock,Peoria,Illinois
1G6AM5S34E0849006,Antin Gerardot,Wilkes Barre,Pennsylvania
JH4CW2H61EC724798,Melissa Fairbourn,Dallas,Texas
TRUSC28N421693539,Aldous Drewes,Fort Wayne,Indiana
1HGCR6F56FA923466,Reinhold Kynoch,Tucson,Arizona
3D7JV1EP2AG833772,Mariann Andreaccio,Detroit,Michigan
1C3CDFEB2ED099066,Lin Gapper,Chicago,Illinois
WVGAV7AX8CW877116,Avram McIlherran,Bradenton,Florida
WVGAV7AX1BW989903,Janek Strowlger,Saint Augustine,Florida
1G4HP54K344530304,Lanie Finch,Bakersfield,California
1G6AA5RXXF0143113,Sharla Aron,Lexington,Kentucky
2HNYD18605H323192,Rafferty Elfes,New York City,New York
JTJBC1BA8D2595893,Kerwinn Simionescu,Scranton,Pennsylvania
1GKS2GEJ3BR395422,Bartel Ellar,Portland,Oregon
JH4DC54863C999652,Sharla Aron,Lexington,Kentucky
5UXFE83547L473294,Diannne Climance,Augusta,Georgia
1G6KD57Y69U446524,Tierney Syncke,Salem,Oregon
1C3CCBHG1CN121536,Mariann Andreaccio,Detroit,Michigan
SCFFBCCDXBG343771,Laurene Hinkensen,Oklahoma City,Oklahoma
JH4DC548X6S264182,Jerrold Stroton,Los Angeles,California
WBA3V7C53FP949392,Rolfe Le Marquis,Lafayette,Indiana
2HNYD2H32DH900167,Tedd Winspar,Tyler,Texas
JTDZN3EU2D3457483,Maritsa Chadwin,Jamaica,New York
WBAKP9C53FD829417,Mia Colgan,Albuquerque,New Mexico
JTDKN3DU2B0027177,Adah Coopman,Austin,Texas
WBAKX8C53CC902409,Abbey Squibbs,Saint Louis,Missouri
WA1WKAFP0BA038480,Obie Bonifazio,Minneapolis,Minnesota
1GD21ZCG9BZ869449,Vannie Aris,Washington,District of Columbia
WAUDT94F45N924802,Damien Vlasin,Anderson,Indiana
WAUGL58E75A854534,Leroi Guyet,Chicago,Illinois
SCBZB25E62C564614,Lynnelle Schieferstein,New Orleans,Louisiana
3D7LT2ET7AG821411,Alyss Adamsky,Fort Worth,Texas
1GT022CG9EF696120,Jennie Clemenson,Charlotte,North Carolina
1C3BC5ED4AN466385,Brittany Badwick,Denver,Colorado
1N4AL2APXAN014629,Alexa Brymner,Santa Fe,New Mexico
1HGCP2E82AA912273,Justinn Reddin,Littleton,Colorado
1G4PN5SK3C4276709,Jobey Paris,Metairie,Louisiana
1D4PT5GK9AW391144,Giffy Orwin,Sioux Falls,South Dakota
WAUCH74F69N805432,Brewster Cutridge,Washington,District of Columbia
1N4AL2AP4CC235741,Katerina Vearncombe,Sacramento,California
WAUCFAFC3FN993019,Northrup Alison,Hollywood,Florida
WBAYF8C54FD480503,Amalea Taffs,Mobile,Alabama
WP0CB2A8XCS993538,Stefa Lipmann,Scottsdale,Arizona
SCFFDAAM6EG120391,Emogene Carous,Charleston,West Virginia
JM3ER2A54C0033094,Elli Martinho,Atlanta,Georgia
JN8AZ2KR2CT662400,Rice Commusso,Monticello,Minnesota
TRUSX28N311062915,Dannie Scullion,Syracuse,New York
WBAVC53508A065015,Doris McAlester,Salinas,California
1GYS3HKJ3FR122662,Astra Becerra,Austin,Texas
WBAYM9C59ED205610,Krissy Carslake,Independence,Missouri
JH4KB16658C949573,Robinia Piddocke,Glendale,California
JN1AZ4FH5FM496688,Berna Markovic,San Francisco,California
1GYUKGEF7AR057479,Arnuad Bland,Fort Lauderdale,Florida
SCBFU7ZA2EC767702,Kirby Kofax,Gadsden,Alabama
WUARU78E87N938316,Mayer Romaynes,Tulsa,Oklahoma
WAUAF98E25A190468,Nathalie Izzett,Minneapolis,Minnesota
1G4HP54K45U237304,Hyacinth Ivimy,Pomona,California
5GALVCED9AJ835085,Shaun O'Heyne,Denver,Colorado
1C6RD7FP9CS171080,Arty Bambery,Sacramento,California
1G4HP54K73U344862,Dynah Pink,Fort Worth,Texas
1GYS3DEFXDR531383,Opalina Saul,Saint Cloud,Minnesota
1G6DF5E55C0014923,Davina Benger,Miami Beach,Florida
VNKJTUD3XFA155382,Fidelio Seakes,Pittsburgh,Pennsylvania
3D73Y4CL4AG235488,Tabby McIlherran,Bridgeport,Connecticut
4T1BD1EB9EU718249,Bobby Blaszkiewicz,Spring Hill,Florida
SCFAD06D49G271149,Kean Saward,Springfield,Massachusetts
JN1CV6AP8BM104599,Hal Shoubridge,Jackson,Mississippi
5J8TB4H31GL251097,Ophelia Rozec,Garden Grove,California
1FTEX1C88AK880523,Cassaundra Hinckesman,Richmond,Virginia
SCFBF03B78G932589,Milo Cholwell,Los Angeles,California
1FMCU4K34CK333187,Koenraad Boog,San Diego,California
1HGCR2F37FA086489,Adella Kilmary,Brooklyn,New York
WVWGU7AN0AE718321,Stu Sheringham,Dallas,Texas
1FMJK1H56DE886489,Eleni Threlfall,Cincinnati,Ohio
JTHBE1BL7D5884601,Lana Atherley,Wichita,Kansas
4USBT33525L874228,Alta Kilgrew,Jacksonville,Florida
1G4HJ5EMXAU283800,Gaylord Burness,Jamaica,New York
JN1AZ4EH0CM906360,Fritz Billingsley,Baton Rouge,Louisiana
2G4WE587271213889,Etty Jewell,Trenton,New Jersey
1FTSX2B58AE289882,Ashley Gommowe,Honolulu,Hawaii
4T1BD1FK3FU034197,Shirl Caltera,Topeka,Kansas
SCBLC37F06C754946,Dan Bahike,Troy,Michigan
WAUEFAFLXDN586577,Hyacinth Ivimy,Pomona,California
JTDBT4K3XA1589620,Abigail Connett,Jefferson City,Missouri
WBAUT9C5XAA690840,Artemis Critzen,Columbus,Ohio
5N1AA0ND0EN668027,Berny Weatherhead,Pompano Beach,Florida
JN1BJ0HR1FM584454,Bondy Bigham,Milwaukee,Wisconsin
5XYZG3AB7CG027098,Flossie Mattersley,Detroit,Michigan
3VW507AT9EM471430,Cesya Askwith,Indianapolis,Indiana
1G4GC5G30FF769926,Sheryl Grinishin,Las Vegas,Nevada
4USBU53516L555073,Katerina Vearncombe,Sacramento,California
WVGEF9BP2FD947492,Viviyan Dowbiggin,Hayward,California
JN8AE2KP9D9979809,Morgana Orrill,San Francisco,California
WAULC58E44A848686,Leshia Blanque,Charlotte,North Carolina
3C6JR6CT3DG124307,Caralie Gilbane,Denver,Colorado
5GAKRBKD7FJ941136,Abe Qualtrough,Fort Pierce,Florida
2T1BU4EE5BC067503,Wanda Graser,Long Beach,California
WAUDF98E45A792513,Bettye Lucian,Houston,Texas
2G4GZ5GV0B9172052,Kyle Macconaghy,Bridgeport,Connecticut
5NPEB4AC8BH107190,Eileen Anand,Lakeland,Florida
1FTMF1EW9AK753340,Cammi Kruse,San Jose,California
WP0AA2A84FK941224,Solomon Worster,Pompano Beach,Florida
1GYS3BEF7DR757188,Sinclair Panting,San Antonio,Texas
TRURD38J781786434,Chrysa Stubbeley,Stockton,California
2C4RDGCG9FR232155,Gennie Oxtiby,Hyattsville,Maryland
3C63DRNLXCG878230,Tedd Winspar,Tyler,Texas
2C3CCAJG5EH093644,Ekaterina Sturmey,Topeka,Kansas
1G6DM5EY9B0865721,Ilka Padginton,Decatur,Georgia
WBA3N9C54EF790222,Jarad Fowlie,Albany,New York
WBALX3C50CD649275,Kathryne Lumsden,Lexington,Kentucky
KMHTC6AD4EU118914,Elvira Staines,Pueblo,Colorado
2C3CA5CV2AH840992,Tammi Kermon,Savannah,Georgia
WAU3GAFR2EA236135,Denny Hucke,Wichita,Kansas
SCBZK25E73C025310,Avigdor Cade,Austin,Texas
SCBBB7ZH7CC606583,Thaine Sweetmore,Pittsburgh,Pennsylvania
WAUGF98K89A579685,Aurora Rofe,Pasadena,California
1FMCU0F7XDU947267,Stearne Inchbald,Albany,New York
WAUVFAFRXBA509099,Rawley Goady,Hartford,Connecticut
5XYKT3A11BG244178,Bondy Bigham,Milwaukee,Wisconsin
WAU4FAFR8DA419870,Dom Swiffen,Montgomery,Alabama
KMHFG4JG0CA953102,Maryjo Pagel,Dallas,Texas
5TDDCRFH2ES242433,Raymund Simonnet,Sacramento,California
WAUEFBFL1EA196658,Viviyan Dowbiggin,Hayward,California
3D73M4CL6AG038639,Gisella Felmingham,Bethesda,Maryland
SCBGU3ZA2FC823894,Kori Braisher,Charleston,South Carolina
1G6DM8EVXA0260693,Janie Dongate,Lynchburg,Virginia
1B3BD4FB7BN591271,Alta Kilgrew,Jacksonville,Florida
2T1BU4EE7DC895779,Reeta Hartright,Waterbury,Connecticut
19UUA8F7XDA787817,Nealson Dunlea,Evansville,Indiana
WAUGL98E27A996588,Johnath Roselli,Palatine,Illinois
WA1AY94L09D959680,Marleen Klazenga,Montgomery,Alabama
1FTWW3A54AE882019,Moyna Fatharly,San Antonio,Texas
SCFAD22343K172957,Torin Rogger,Jacksonville,Florida
1FTWX3B55AE189942,Donetta Cheetham,Birmingham,Alabama
5BZBF0AA4FN286655,Briana Pieroni,Austin,Texas
1G6DL8E34C0392689,Miguel Pittock,Detroit,Michigan
2C3CCAPG6DH428934,Simone Philip,Schaumburg,Illinois
5NPEB4AC8CH249573,Baudoin Astall,Tampa,Florida
WAUFL44D92N312293,Colman Hardwich,Chicago,Illinois
WAUPL58E04A020037,Maurise Titterington,Albany,New York
WAUAC48H55K280407,Melody Cosely,Topeka,Kansas
19XFB2F52CE689134,Darleen Loton,Dallas,Texas
3G5DA03EX2S086314,Clayton Gillman,Huntsville,Alabama
WBAEN33492E125511,Decca Mabee,Salt Lake City,Utah
2C3CK6CT2AH603811,Adair Greathead,Lancaster,Pennsylvania
1GYEC63T13R340354,Lurline Wasylkiewicz,North Little Rock,Arkansas
JN1CV6EK9DM575193,Annabela Sibray,Rochester,New York
YV440MBK2F1507862,Niles Bendix,Lexington,Kentucky
WBALW3C53CC931192,Anatol Houdhury,Fort Lauderdale,Florida
1FAHP2D84FG438231,Shaylah Farrimond,San Bernardino,California
2G4GW5EVXB9831640,Freedman Craze,Fresno,California
5UXFA93544L965336,Cherice Linggard,West Palm Beach,Florida
JN1AZ4EH7FM695579,Franchot Ebbetts,Chattanooga,Tennessee
1G4HE57Y88U227725,Demetri Dobbings,San Jose,California
19VDE3F74EE980154,Mikol Happs,Huntington,West Virginia
WBAKE5C55BE291676,Cesya Askwith,Indianapolis,Indiana
WAU3MAFD0FN039634,Chryste Columbine,Chicago,Illinois
WAUYGBFC9DN082487,Rutger Popple,Danbury,Connecticut
1FMCU9D74AK621723,Thornie Cardenas,Buffalo,New York
3VW4S7AT4EM054190,Linell Healeas,Stamford,Connecticut
WAUHGBFC9CN810341,Gilbert Strettle,New York City,New York
KNALN4D74F5454211,Aimil Girardetti,New York City,New York
WP0CA2A87EK787406,Elenore Jakov,Chattanooga,Tennessee
WVGEF9BP9DD265397,Abraham Stemson,Denver,Colorado
WAUAF48H78K439634,Elmore Hryniewicki,Houston,Texas
3N6CM0KN3DK476667,Patrice Quernel,Denver,Colorado
2C3CDXCT5FH718409,Kendra Nairns,Fort Smith,Arkansas
1GTG5BE32F1278268,Theo Hexum,Trenton,New Jersey
3VWPG3AG9AM832844,Marjorie Valentin,Gatesville,Texas
5NPEB4AC0EH027676,Gerhardine Stockport,Schenectady,New York
JTHBE1D21F5508614,Christen Derks,Pueblo,Colorado
2G4GT5GK8C9772763,Clair Gauvain,North Little Rock,Arkansas
WVGAV3AX9EW347216,Blanch Burley,Jeffersonville,Indiana
1N6AF0LX8EN727311,Thebault Igounet,Dayton,Ohio
JM3TB2BA4F0658851,Hastings O'Deegan,Colorado Springs,Colorado
3VWF17AT6FM943540,D'arcy Renish,Tulsa,Oklahoma
JM3KE2BE7F0665959,Juli Hannigan,Denton,Texas
JN8AZ1FY6EW298348,Vivien Dodshon,Lakeland,Florida
WBAYF8C53ED515465,Rollie Kissock,Cincinnati,Ohio
1GD11XEG6FF896676,Jessamyn Burnsall,Des Moines,Iowa
JA32X8HW9CU046837,Dwayne Lathaye,Washington,District of Columbia
2HNYD18833H903213,Lauraine Ede,Huntsville,Alabama
KNADH4A33A6745623,Rafferty Elfes,New York City,New York
JTDJTUD30ED371473,Lizzie Roughsedge,Reno,Nevada
WVGEP9BP3FD860262,Suzie Bothbie,Salt Lake City,Utah
1GYS4GEFXDR069521,Mollie Blondin,Oklahoma City,Oklahoma
JHMZF1C42BS666714,Gaylord Burness,Jamaica,New York
3VWKP7AJ2DM759611,Dom Swiffen,Montgomery,Alabama
1FTNF2B56AE608048,Hephzibah Whewell,New Brunswick,New Jersey
WAUGL98E78A883236,Betsey Biesterfeld,New Orleans,Louisiana
1FTNX2A56AE583358,Phylys Skillington,Albuquerque,New Mexico
3C4PDDGG8FT568411,Loria Itzakson,Greensboro,North Carolina
JTJBJRBZXF2846734,Starr Kerfoot,Houston,Texas
19XFB2F2XCE129092,Nowell Daunay,Baltimore,Maryland
19UUA56701A925391,Annecorinne Littler,New York City,New York
1G6DT57V480110328,Morna Rown,West Palm Beach,Florida
1C6RD7PT8CS751982,Adair Greathead,Lancaster,Pennsylvania
JTDKN3DU9A0375220,Sherye Summerly,New Hyde Park,New York
WBASP4C54BC550366,Sheelah Philippet,Hartford,Connecticut
WP0CA2A84FK594003,Angelle D'eathe,Wilmington,Delaware
1C4RJEAG4FC904888,Niccolo Johnikin,Atlanta,Georgia
1GYFC53299R443729,Ellen Varvell,Laredo,Texas
WAUDGAFL2BA586232,Zollie Swindley,Orlando,Florida
2C3CCAEG7DH791830,Fons McDugal,New York City,New York
2HNYD28538H393710,Jewell Hodgins,Washington,District of Columbia
1C3BC2EB9BN511450,Paloma Champ,Mansfield,Ohio
1GYEE637760368732,Demeter Humpatch,Fort Lauderdale,Florida
1G6AM5SX0E0142990,Shea Lympany,Youngstown,Ohio
2C3CCABG3DH412147,Wilie Undrell,Saint Paul,Minnesota
5GAKVBKDXEJ455348,Denny Hucke,Wichita,Kansas
KM8JT3ABXDU753123,Anna Comiskey,Garland,Texas
2T2BK1BA6FC673755,Kassia Navarijo,Lubbock,Texas
2G4G05GV6B9409959,Malena Carrigan,New York City,New York
1GYFK46898R026624,Pet Kellie,Albuquerque,New Mexico
1G6AJ5S35D0062363,Darya Skegg,Salt Lake City,Utah
WAUVT68E72A838729,Meggy Kelley,Modesto,California
JM1DE1KY3E0271265,Nadine Wrought,Chicago,Illinois
SCFFBCBD4AG769343,Paloma Champ,Mansfield,Ohio
1G6DK8ED8B0486603,Raymund Balcers,Santa Rosa,California
JN1CV6EKXFM297777,Olly Vickers,Watertown,Massachusetts
1G4HP57287U630849,Mildrid Metzig,Omaha,Nebraska
SAJWA2GT2EM180294,Codie Longland,Ogden,Utah
WBAYF8C58ED137708,Vyky Frie,Brea,California
WAUUL98E67A737945,Kerwinn Glacken,Indianapolis,Indiana
1YVHZ8BH0A5093448,Nowell Daunay,Baltimore,Maryland
WAUKFAFL0DA706929,Thornie Cardenas,Buffalo,New York
WVGAV7AX4BW230047,Peter Tuckwell,Harrisburg,Pennsylvania
3GYFK66N76G010727,Obed Riveles,Oakland,California
KMHHT6KD0DU320717,Kent Seddon,Orange,California
JM1NC2JF7D0637971,Angy Verbruggen,Memphis,Tennessee
SCFEBBAC4AG416423,Palm Colbridge,Portland,Oregon
WA1CMAFP0FA554874,Gib Sharrocks,Brooksville,Florida
JH4CU26659C548062,Aurora Rofe,Pasadena,California
SCBZK25E51C333640,Jeremy Bryson,Fresno,California
1FTEX1CM4BF184975,Gloria Boriston,Tampa,Florida
YV4902NC8F1372725,Thorstein Streat,Chattanooga,Tennessee
KNAFU5A24B5742206,Myrlene Benzie,Champaign,Illinois
2G61V5S80F9038352,Lanita Camamile,San Francisco,California
1C3ADEBZ7DV682972,Isobel Radmer,Flushing,New York
3FA6P0SU5DR403294,Randene Crat,Albany,New York
1LNHL9DK3DG656065,Jud Earsman,San Diego,California
1G6DK1E39C0153522,Tabbatha Coogan,El Paso,Texas
3D7LT2ET0BG468950,Rutter Mahon,Colorado Springs,Colorado
JH4KB16357C767490,Yovonnda Caldaro,White Plains,New York
1GYS3BEF6CR973757,Colas Checketts,Waterloo,Iowa
1G6EL12Y21B523826,Jerrylee O'Griffin,Tucson,Arizona
5N1AR1NB7BC606659,Rheba Claricoats,Sacramento,California
1D4RD2GG2BC040269,Florian Coulbeck,Albuquerque,New Mexico
1FTMF1E85AK369864,Aimil Girardetti,New York City,New York
WA1BV74L37D795016,Hamnet Jewster,Henderson,Nevada
1N6AD0CUXCN283230,Calvin Furst,Fayetteville,North Carolina
1GTN1UEHXFZ763611,Jacquenetta Karczinski,Saint Louis,Missouri
JN8AF5MRXCT641334,Cecilius Elph,Boynton Beach,Florida
1FTFW1E84AK707649,Davie Coorington,San Jose,California
3GYFNBEY0BS052269,Pierce Hinstridge,Fort Lauderdale,Florida
WAUVC68E95A818728,Phylis McCuthais,Norfolk,Virginia
WBAWL7C58AP746431,Ivor Fagence,Washington,District of Columbia
1ZVBP8AM7E5013615,Wright Shilito,San Francisco,California
1G6DA1ED1B0196231,Amalea Taffs,Mobile,Alabama
WBASN2C57AC003276,Valene Goseling,Fairfield,Connecticut
WBAEV53403K814691,Oliver Tait,San Francisco,California
19XFB2E51DE081091,Oralie McHaffy,Saint Paul,Minnesota
19XFA1E3XAE977526,Linell Healeas,Stamford,Connecticut
1N4AL3APXEC470766,Cissiee Baly,Montgomery,Alabama
2T1KE4EE4AC103175,Aime Mobberley,Chicago,Illinois
1GT01XEGXFZ505835,Donetta Cheetham,Birmingham,Alabama
1GTPCTEXXAZ118860,Bethina Genner,Houston,Texas
WAUFFAFL1CA170296,Karleen Huband,Jacksonville,Florida
WAUDV74F17N767375,Leola Baldwin,Oceanside,California
1C4RDJEG2CC989686,Delly Basson,Cleveland,Ohio
KMHEC4A46DA371133,Darren MacElroy,Madison,Wisconsin
1GYS4DEF1ER426682,Kliment De Blasio,Orlando,Florida
WAUDH74F48N422902,Leonanie Belliveau,Fullerton,California
KNDJT2A50C7576121,Shaughn Sollam,Kansas City,Missouri
WA1CGAFE6DD348119,Davy Harbidge,Atlanta,Georgia
2HNYD282X9H782710,Baudoin Astall,Tampa,Florida
TRURD38J591511565,Florentia Lorenzetto,Charlotte,North Carolina
JHMFA3F22AS179986,Emmery Grelak,Colorado Springs,Colorado
2B3CA5CT9AH491647,Malina Errichelli,Augusta,Georgia
JHMFA3F24AS188818,Alisa Brundrett,Washington,District of Columbia
JH4KC1F33EC822352,Rudolf Elms,Corona,California
5TFAW5F14EX514271,Cynthia Cobon,Winston Salem,North Carolina
WBANB53506C849196,Sean Jambrozek,Port Washington,New York
4USDU53588L889533,Nettle ducarme,Pensacola,Florida
